GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000033777.4	33.4958200331075	3.63096069569941	0.357425900493079	10.1586390093454	3.03280296980536e-24	4.01424104478099e-22	chrX	106143203	106160493	+	NA	Tlr13
ENSMUSG00000026126.15	127.007429493221	3.05594505988426	0.300907909651845	10.1557485259195	3.12403605365934e-24	4.10899157170929e-22	chr1	34459761	34475733	+	NA	Ptpn18
ENSMUSG00000036905.8	237.803431101387	2.93835668056112	0.289579501948883	10.1469774648615	3.41785108684047e-24	4.46734498619342e-22	chr4	136880128	136886187	-	NA	C1qb
ENSMUSG00000025492.6	194.738259983508	2.82125075217798	0.278069975157291	10.145830201848	3.45825312418214e-24	4.49207748981497e-22	chr7	141009585	141010770	-	NA	Ifitm3
ENSMUSG00000047534.17	30.1621865310666	2.75858114773122	0.271909747534507	10.1452087420335	3.48033563242142e-24	4.49285549881661e-22	chr12	65132733	65172604	-	NA	Mis18bp1
ENSMUSG00000051439.7	34.9778494873169	2.99339036106938	0.296475208597831	10.0965958510545	5.71931345268536e-24	7.33791424760791e-22	chr18	36725066	36726798	-	NA	Cd14
ENSMUSG00000006519.11	170.700669117552	3.31755701080948	0.328607179984968	10.095814129689	5.76506926978709e-24	7.35151790482057e-22	chr8	122424775	122432930	-	NA	Cyba
ENSMUSG00000055541.17	160.667400349835	1.60725270594033	0.159308276596936	10.0889466653814	6.18294034785718e-24	7.83659584816589e-22	chr7	4003401	4063204	-	NA	Lair1
ENSMUSG00000023992.14	126.646235116152	2.94517156199359	0.292217115964992	10.0787099765451	6.86211061334901e-24	8.64501923234746e-22	chr17	48346400	48354147	+	NA	Trem2
ENSMUSG00000026043.18	105.0921321331	4.31881348320552	0.428935348205864	10.0686816819134	7.59897849346399e-24	9.51601420561752e-22	chr1	45311537	45349706	+	NA	Col3a1
ENSMUSG00000027715.9	32.339079353624	2.42646595098645	0.241471296232179	10.0486724047456	9.31133460903035e-24	1.15909488499197e-21	chr3	36564864	36572150	-	NA	Ccna2
ENSMUSG00000026586.16	76.8287118582364	1.65341261921464	0.164872323010274	10.0284425489147	1.14305326249022e-23	1.41447768511586e-21	chr1	163245118	163313710	-	NA	Prrx1
ENSMUSG00000027907.4	31.2025181595655	3.54891420874557	0.354302451475006	10.0166233509562	1.28829309094541e-23	1.58482784770243e-21	chr3	93520487	93526287	+	NA	S100a11
ENSMUSG00000112023.1	17.5050155864751	4.49639390273293	0.450341930629177	9.98439984580378	1.78377240172481e-23	2.18152235305678e-21	chr10	51480631	51486703	+	NA	Lilr4b
ENSMUSG00000001930.17	116.415117874592	2.79103579666199	0.280332870758428	9.95614887797841	2.37068640028083e-23	2.88245143541122e-21	chr6	125546773	125686679	+	NA	Vwf
ENSMUSG00000025809.15	431.663469782681	1.68452127868403	0.17031670500592	9.89052294444913	4.57631031857098e-23	5.53204495331069e-21	chr8	128685653	128733200	+	NA	Itgb1
ENSMUSG00000028581.17	1081.91120486288	2.29855948405532	0.232481901076803	9.88704700627844	4.73797830832763e-23	5.69455979092274e-21	chr4	130913124	130936141	+	NA	Laptm5
ENSMUSG00000022122.15	227.027689809186	1.25269723540174	0.127108358904	9.8553489810049	6.49905260975437e-23	7.76655355587389e-21	chr14	103814624	103844402	-	NA	Ednrb
ENSMUSG00000024397.14	283.578218240621	2.50946030296008	0.254713641999273	9.85208441630007	6.71369396098154e-23	7.97747055715949e-21	chr17	35170990	35176068	-	NA	Aif1
ENSMUSG00000030220.13	156.039319754039	2.90404045743431	0.295338080213718	9.83293605529241	8.12157819583074e-23	9.59585111917561e-21	chr6	136923654	136941899	-	NA	Arhgdib
ENSMUSG00000040229.11	124.405227800651	1.53765466919897	0.156424319181092	9.83002308879367	8.35996064091954e-23	9.82201443166013e-21	chrX	13632088	13640858	+	NA	Gpr34
ENSMUSG00000046718.8	81.4373799573876	2.93162950318158	0.298254526367198	9.82928755143949	8.42124055558216e-23	9.83873763904412e-21	chr8	71534254	71537456	-	NA	Bst2
ENSMUSG00000041498.13	33.1486258431727	3.40326192142522	0.34680298368477	9.8132429117699	9.87431791833469e-23	1.14723117014519e-20	chr1	136466342	136531511	+	NA	Kif14
ENSMUSG00000006585.3	80.8162935566981	2.17271617638281	0.22187715227688	9.79242862136378	1.21345596085986e-22	1.40204444803658e-20	chr8	122568014	122573554	+	NA	Cdt1
ENSMUSG00000023940.14	19.5686328757914	3.63852314557057	0.371882178344966	9.78407505776035	1.31794764954161e-22	1.51440874697053e-20	chr17	53674785	53689333	-	NA	Sgo1
ENSMUSG00000071637.5	74.1693518401984	2.51323543056725	0.257426613763997	9.76291997870635	1.62410395050936e-22	1.85600469491816e-20	chr16	15887285	15891031	+	NA	Cebpd
ENSMUSG00000033213.16	30.6675143522576	3.21050635962652	0.329084877832787	9.75586110419157	1.74116669925408e-22	1.9789684337772e-20	chr2	122636985	122641191	+	NA	AA467197
ENSMUSG00000079293.11	22.5046682100853	3.90211428687166	0.400243303963197	9.74935557505408	1.85642945871479e-22	2.09856806865418e-20	chr6	129461590	129472779	-	NA	Clec7a
ENSMUSG00000027496.15	44.2503920683162	2.60657023589007	0.268181286221678	9.71943371818825	2.49163293691652e-22	2.78649837485214e-20	chr2	172356189	172370535	-	NA	Aurka
ENSMUSG00000027326.13	14.4407794409137	4.01223828421974	0.413970204090156	9.69209436954053	3.25778501611521e-22	3.62393925755412e-20	chr2	119047118	119105501	+	NA	Knl1
ENSMUSG00000056054.9	31.4494542753325	4.1683937892748	0.430142368463983	9.69073054616761	3.30158538501663e-22	3.65323043157951e-20	chr3	90668977	90670035	+	NA	S100a8
ENSMUSG00000055320.17	121.84760912387	1.21127552400263	0.125213752719987	9.67366201946989	3.9016156182837e-22	4.29444670658774e-20	chr7	112679317	112906807	+	NA	Tead1
ENSMUSG00000002332.16	1867.07017514731	1.73384196529014	0.179615455814028	9.65307777903783	4.7702114525254e-22	5.22300691657925e-20	chr14	55739019	55745690	-	NA	Dhrs1
ENSMUSG00000020330.16	26.2802642522768	2.67062275007158	0.27775936979366	9.61487906620582	6.91906082508864e-22	7.53637078307701e-20	chr11	40701394	40733422	-	NA	Hmmr
ENSMUSG00000000982.5	14.2261082707295	4.22064060409059	0.440155349845446	9.58897944912542	8.89605658557718e-22	9.63954566705573e-20	chr11	83647843	83649355	-	NA	Ccl3
ENSMUSG00000046768.13	143.475045984979	2.35528715283475	0.247163735775497	9.52925859226412	1.58410490609446e-21	1.70764875779141e-19	chr12	75308321	75401456	+	NA	Rhoj
ENSMUSG00000038508.7	37.5230315908068	3.86648728652185	0.406107122577865	9.52085563527762	1.71758958726354e-21	1.84204877120217e-19	chr8	70629392	70632456	-	NA	Gdf15
ENSMUSG00000036887.5	2282.59530635745	2.83444777531755	0.299810257843029	9.45413874665214	3.256920429929e-21	3.4751008648523e-19	chr4	136895916	136898803	-	NA	C1qa
ENSMUSG00000028583.14	545.436526299688	2.3992062553727	0.253868147311745	9.45059977306456	3.36894700597791e-21	3.57638521502619e-19	chr4	143267430	143299564	-	NA	Pdpn
ENSMUSG00000000957.11	183.726659406457	2.21610251299397	0.23463300927717	9.4449733216186	3.55494867450561e-21	3.75477988029979e-19	chr14	54431611	54445364	+	NA	Mmp14
ENSMUSG00000015340.10	50.6333351968871	3.22570369379313	0.341629457639498	9.44211227006375	3.65339038888648e-21	3.8393644825519e-19	chrX	9435251	9487771	-	NA	Cybb
ENSMUSG00000005397.8	38.7384813088082	2.35449415826938	0.250187950209384	9.41090150944077	4.91899566107065e-21	5.14354781299852e-19	chr13	13437550	13512269	+	NA	Nid1
ENSMUSG00000042770.8	175.142311436198	1.29458617488769	0.137685681438718	9.40247498040591	5.32944294452525e-21	5.54053202364385e-19	chr6	135137521	135198022	-	NA	Hebp1
ENSMUSG00000020399.14	55.6368171872016	2.60909333614066	0.277502960078503	9.40203785719105	5.35163519713125e-21	5.54053202364385e-19	chr11	46454934	46481255	+	NA	Havcr2
ENSMUSG00000024998.17	94.0384589779179	1.89576311445332	0.201970722717869	9.38632633949373	6.21294843922964e-21	6.40056111869998e-19	chr19	38481108	38785030	+	NA	Plce1
ENSMUSG00000043008.9	27.5860953963167	3.16513480383512	0.337498939051778	9.3782066774128	6.71043113524536e-21	6.87917874173462e-19	chr16	19946495	19983037	-	NA	Klhl6
ENSMUSG00000024795.11	24.2706603265056	3.11468124454571	0.332336964119232	9.37205782330088	7.11319315614078e-21	7.25649797435962e-19	chr19	34922360	34975745	+	NA	Kif20b
ENSMUSG00000025017.10	21.1400964200186	3.3726876314081	0.35996940650286	9.36937298137114	7.2964685584663e-21	7.40733237685465e-19	chr19	41272376	41385102	-	NA	Pik3ap1
ENSMUSG00000019929.16	316.443854841633	2.90877928492396	0.310685324107474	9.36246117604749	7.79005485904784e-21	7.87021339455399e-19	chr10	97479608	97518143	+	NA	Dcn
ENSMUSG00000034957.10	154.82154348812	2.37031299255163	0.253197206568629	9.36152900213438	7.85910181772385e-21	7.90179789971437e-19	chr7	35119292	35121928	+	NA	Cebpa
ENSMUSG00000098112.8	43.9475917869101	2.75966623739495	0.294846717801422	9.35966409249154	7.99905905037081e-21	8.00403454164616e-19	chr15	100641076	100669553	-	NA	Bin2
ENSMUSG00000022372.14	113.431142889627	1.74124076815097	0.18608191007954	9.35738872954757	8.17316178610473e-21	8.13930154441944e-19	chr15	66780818	66831829	-	NA	Sla
ENSMUSG00000032218.7	23.2461957728075	2.92640356617001	0.313164168230677	9.34463090941623	9.22105174224324e-21	9.13297834472376e-19	chr9	70407691	70421547	-	NA	Ccnb2
ENSMUSG00000018593.13	3148.32027641202	2.23663755442233	0.239360948267201	9.34420410101966	9.25831496715649e-21	9.13297834472376e-19	chr11	55394499	55423183	-	NA	Sparc
ENSMUSG00000079017.3	25.1762236243542	3.76683435059673	0.403962133326659	9.3247214029111	1.11275542023841e-20	1.08743243474046e-18	chr12	103442166	103443680	-	NA	Ifi27l2a
ENSMUSG00000022893.14	154.683210498928	1.76611072029931	0.189392887030284	9.32511641800419	1.10861820291268e-20	1.08743243474046e-18	chr16	85793826	85803113	-	NA	Adamts1
ENSMUSG00000002870.8	49.240432580307	2.26975193020412	0.243531293303637	9.32016538578545	1.1615909536136e-20	1.12987681920564e-18	chr6	88883473	88898780	-	NA	Mcm2
ENSMUSG00000036768.6	42.0265347371545	2.29255034074114	0.246537903301532	9.29897719596161	1.41803168774406e-20	1.37293040211998e-18	chr9	122951045	123018733	+	NA	Kif15
ENSMUSG00000069833.13	201.670041675836	1.47603430333508	0.158860527635901	9.29138487263537	1.5229369870133e-20	1.46770420319858e-18	chr19	8989283	9076914	+	NA	Ahnak
ENSMUSG00000040373.12	102.472491719473	2.11468721779512	0.227652618916706	9.2890968171504	1.55603072108151e-20	1.49271882889806e-18	chr11	107874604	107915055	-	NA	Cacng5
ENSMUSG00000029925.13	54.0358934888617	2.55682013041645	0.275378987588373	9.28473211702808	1.62114458565115e-20	1.54104530544193e-18	chr6	38875403	39084585	+	NA	Tbxas1
ENSMUSG00000022817.15	294.433452501027	2.01528791023492	0.21704311869876	9.28519605835552	1.61409735282867e-20	1.54104530544193e-18	chr16	33829664	33949338	+	NA	Itgb5
ENSMUSG00000040152.8	29.80972139375	3.25404539166664	0.350676864200821	9.27932727778461	1.7055195909324e-20	1.61391543914793e-18	chr2	118111875	118127133	+	NA	Thbs1
ENSMUSG00000023367.14	71.8732706518471	1.95394588628106	0.210669898044538	9.27491732049906	1.77756851312826e-20	1.67451758175907e-18	chr6	48840918	48847071	+	NA	Tmem176a
ENSMUSG00000002233.13	563.699283710695	2.43706184891241	0.263423528389086	9.25149649241956	2.21371258989553e-20	2.0760256229814e-18	chr3	104788374	104794459	+	NA	Rhoc
ENSMUSG00000051048.17	37.1350611814488	2.03515888749972	0.22033777059692	9.23654116126456	2.54594116201777e-20	2.37693158577132e-18	chr7	100285519	100319699	+	NA	P4ha3
ENSMUSG00000041390.18	40.9308337507667	2.33888746623642	0.254042499208881	9.2066779122391	3.36374177126301e-20	3.12648585166326e-18	chr6	15720660	15802169	+	NA	Mdfic
ENSMUSG00000020143.15	45.7664525924498	2.94827260461316	0.320803201595499	9.19028423017623	3.91804707336624e-20	3.62558046218178e-18	chr11	34226814	34783892	-	NA	Dock2
ENSMUSG00000029177.9	81.1413663021925	1.91610359321433	0.20930374796479	9.15465495408458	5.45317973757084e-20	5.02389197585106e-18	chr5	30666776	30674830	+	NA	Cenpa
ENSMUSG00000067274.10	973.303473741226	1.3151649150593	0.143668882223941	9.15413898055745	5.47930021778802e-20	5.02581602871057e-18	chr5	115559466	115563727	+	NA	Rplp0
ENSMUSG00000022969.13	73.6182256348035	1.37629883870456	0.150499971582576	9.14484450882051	5.97157073892437e-20	5.45342615122818e-18	chr16	91406163	91425834	+	NA	Il10rb
ENSMUSG00000010307.7	121.333184173652	1.29902114577388	0.142295645456306	9.12902950479089	6.91160857391283e-20	6.28445522201039e-18	chr7	47050600	47054777	+	NA	Tmem86a
ENSMUSG00000004707.14	16.3438713146098	3.69696613832052	0.406098536934909	9.10361846221841	8.73712993597888e-20	7.90993932255959e-18	chr1	171588623	171607410	-	NA	Ly9
ENSMUSG00000022500.15	152.836396658504	2.22540308043141	0.244649498917953	9.09629118503828	9.34691625489292e-20	8.42551981200757e-18	chr16	10959274	11066157	-	NA	Litaf
ENSMUSG00000026365.15	92.4523199898484	1.86436720448382	0.20514260176212	9.08815228270188	1.00736376663531e-19	9.04163023675719e-18	chr1	140084707	140183764	-	NA	Cfh
ENSMUSG00000048612.16	95.2470080317944	2.44363269837399	0.268930741215903	9.08647589831387	1.02301164908559e-19	9.14283872535338e-18	chr19	37899035	38043577	-	NA	Myof
ENSMUSG00000050063.18	26.0511417930459	3.58526785026544	0.394697800934079	9.08357695882941	1.05064010730776e-19	9.31018498479961e-18	chr7	43824498	43832030	+	NA	Klk6
ENSMUSG00000001506.10	314.956142159782	3.71582639166987	0.409240813501663	9.07980403976684	1.08770504941038e-19	9.59796442967061e-18	chr11	94936223	94953042	+	NA	Col1a1
ENSMUSG00000018008.8	119.2564355737	2.41920821060711	0.266686999899506	9.07133910358857	1.17563153991067e-19	1.03302447034251e-17	chr15	78597046	78622019	+	NA	Cyth4
ENSMUSG00000034708.11	1275.61205321417	2.79309222246869	0.308301773033626	9.0596047988477	1.30924043848797e-19	1.14561277364431e-17	chr11	102430314	102437048	+	NA	Grn
ENSMUSG00000039476.13	47.4266151398773	2.65431411940941	0.293040273539401	9.05784753525531	1.33050057472824e-19	1.15936493830382e-17	chr2	30834971	30881251	+	NA	Prrx2
ENSMUSG00000040528.15	17.2472991667261	3.47991968619766	0.384291364745154	9.05541993769597	1.36043293266955e-19	1.18052837846134e-17	chr11	106751225	106768794	+	NA	Milr1
ENSMUSG00000038379.15	35.3805520613444	3.54955650962192	0.392300891602078	9.04804599124474	1.45549471124264e-19	1.25780003703377e-17	chr9	83834688	83872389	+	NA	Ttk
ENSMUSG00000048327.6	16.7258681099226	3.27580250905099	0.362080006560376	9.0471786613403	1.4670986859118e-19	1.26261048635693e-17	chr2	129268209	129297212	-	NA	Ckap2l
ENSMUSG00000039031.16	177.360336479132	1.25861063420263	0.139124286269384	9.0466637274645	1.47403116842117e-19	1.26337761578655e-17	chr10	26753420	26918648	+	NA	Arhgap18
ENSMUSG00000039168.15	185.493410079407	2.2956598951932	0.253909825654362	9.0412408786346	1.54903274017315e-19	1.32224170184658e-17	chr15	31224313	31274341	+	NA	Dap
ENSMUSG00000037860.15	63.5765810221405	2.13631537256134	0.236318125585665	9.03999795727445	1.5667474511873e-19	1.33192640027155e-17	chr1	173350878	173466040	+	NA	Aim2
ENSMUSG00000098318.7	18.6606443434062	3.22691157342769	0.357043378725128	9.03786980996488	1.59754482931754e-19	1.35260951479829e-17	chr6	134929091	134956798	+	NA	Lockd
ENSMUSG00000038007.14	59.0647754038973	1.82277911743159	0.201831567759998	9.03118941036563	1.69815873685607e-19	1.43199974451093e-17	chr4	86874395	86934822	+	NA	Acer2
ENSMUSG00000036854.14	37.3400149563673	2.26974790045753	0.252005913159237	9.00672477087202	2.12302031614836e-19	1.78308127998436e-17	chr7	30552177	30555443	+	NA	Hspb6
ENSMUSG00000036781.13	126.759509898229	1.6148078889403	0.179494592862874	8.99641523003397	2.33207969607313e-19	1.9508313073591e-17	chr9	66946085	66949516	+	NA	Rps27l
ENSMUSG00000022831.14	69.3174537058242	2.51074218261268	0.279118647628212	8.99525060022863	2.35693890552538e-19	1.96377144746025e-17	chr16	36934982	36963212	+	NA	Hcls1
ENSMUSG00000016256.10	134.436711399635	2.40246913558935	0.267493251507067	8.98141961359304	2.67295362560463e-19	2.21823330048689e-17	chr2	174427492	174439039	-	NA	Ctsz
ENSMUSG00000021281.15	54.6509620670173	2.59039008884423	0.289113572783747	8.95976644715261	3.25366826310751e-19	2.68948475835444e-17	chr12	111442468	111455018	+	NA	Tnfaip2
ENSMUSG00000029759.9	28.3263025029099	3.02218016903017	0.337399568752709	8.95727336049214	3.328058750153e-19	2.74014537960432e-17	chr6	5220851	5256286	-	NA	Pon3
ENSMUSG00000024300.17	51.2930098964614	3.02780004085375	0.338322040799022	8.94946138804003	3.57221063660256e-19	2.92963298208899e-17	chr17	33555706	33607764	+	NA	Myo1f
ENSMUSG00000036181.2	186.165479825751	1.12009003697347	0.125259229756903	8.9421756715835	3.81582375667542e-19	3.11720008684973e-17	chr13	23738807	23740367	+	NA	Hist1h1c
ENSMUSG00000021876.15	245.212617149615	1.71423769249611	0.191883070775844	8.93376203312207	4.11762494919785e-19	3.35065722033365e-17	chr14	51091076	51106151	+	NA	Rnase4
ENSMUSG00000029919.5	161.933804805587	1.74661548956081	0.195661488859631	8.92672083679097	4.38822993268786e-19	3.55701754194966e-17	chr6	65117292	65144908	-	NA	Hpgds
ENSMUSG00000030921.17	43.8268624615234	2.34133186591449	0.262659414403519	8.91394611242658	4.92477659532613e-19	3.97651941845773e-17	chr7	104409024	104465193	-	NA	Trim30a
ENSMUSG00000059089.4	18.114523687618	3.79895501578146	0.42640451646276	8.90927480622322	5.13674451794443e-19	4.13172069629891e-17	chr1	171018919	171029761	+	NA	Fcgr4
ENSMUSG00000048572.5	58.7136089601504	2.72923452493708	0.307705127768007	8.86964265020236	7.33810015374256e-19	5.8797581806597e-17	chr19	24674007	24682233	+	NA	Tmem252
ENSMUSG00000016087.13	70.0293091739759	2.07280280452971	0.234377367711735	8.84386928979884	9.24597662741654e-19	7.38019500798329e-17	chr9	32422203	32542861	-	NA	Fli1
ENSMUSG00000026749.11	135.834748960725	1.25714788199206	0.142268876488394	8.83642236462456	9.88326086511258e-19	7.85888344000378e-17	chr2	38511642	38594606	+	NA	Nek6
ENSMUSG00000109509.1	102.497602628592	1.59285770586475	0.180370766103815	8.8310192403793	1.03726142317571e-18	8.21676066017937e-17	chr7	30484700	30485097	-	NA	Rps12-ps4
ENSMUSG00000027611.12	39.2649746017021	3.05037630569549	0.345465856697196	8.82974756133188	1.04912233314845e-18	8.27935673703154e-17	chr2	155751116	155755471	+	NA	Procr
ENSMUSG00000034595.17	166.856915931652	2.01972080868159	0.228766818560206	8.82873146286313	1.05869564022994e-18	8.32349696395817e-17	chr17	35865592	35875596	+	NA	Ppp1r18
ENSMUSG00000040274.11	128.804083728166	1.47241514631506	0.166927838308309	8.82066862685645	1.13778263620194e-18	8.91177837861094e-17	chr5	3341484	3531008	+	NA	Cdk6
ENSMUSG00000024338.15	38.6846755160338	2.30350972023578	0.261367695906986	8.8132916053082	1.21523902953624e-18	9.48294545697436e-17	chr17	34197720	34201454	+	NA	Psmb8
ENSMUSG00000029552.19	58.7101992778659	2.77450857746132	0.31485576723615	8.8119985916611	1.22934170459859e-18	9.52193446972973e-17	chr6	17065148	17105828	+	NA	Tes
ENSMUSG00000034205.16	20.5834179642954	3.35057664152702	0.380221813893743	8.8121631087252	1.22753841063647e-18	9.52193446972973e-17	chr14	69609067	69695834	+	NA	Loxl2
ENSMUSG00000009585.18	31.3956568118043	2.39341864957049	0.271731050737227	8.80804252247567	1.27350129280664e-18	9.7914457854652e-17	chr15	79891658	79915906	+	NA	Apobec3
ENSMUSG00000012443.4	19.8954238324155	2.95338764534677	0.335295127048004	8.80832260029813	1.27032405318242e-18	9.7914457854652e-17	chr19	37376402	37421859	+	NA	Kif11
ENSMUSG00000037725.8	34.5608461038208	3.69670526641208	0.420793060622805	8.78509084950375	1.5623821316646e-18	1.19685338899274e-16	chr8	22168159	22185819	-	NA	Ckap2
ENSMUSG00000008090.14	300.23357483483	1.37721157118091	0.157093136241424	8.76684751563163	1.83738360435371e-18	1.40237968313318e-16	chr5	108692381	108706924	+	NA	Fgfrl1
